da,a,tipo,periodo,peso,categoria,titolo,fonte
SYR,SOM,migrazione,2022,1121,,,
SYR,SOM,migrazione,2023,1367,,,
SYR,SOM,migrazione,2024,1591,,,
SYR,ESP,migrazione,2018,13765,,,
SYR,ESP,migrazione,2019,14133,,,
SYR,ESP,migrazione,2020,14660,,,
SYR,ESP,migrazione,2021,14987,,,
SYR,ESP,migrazione,2022,16670,,,
SYR,ESP,migrazione,2023,17258,,,
SYR,ESP,migrazione,2024,17986,,,
SYR,SRB,migrazione,2018,74,,,
SYR,SRB,migrazione,2019,25,,,
SYR,SRB,migrazione,2020,31,,,
SYR,SRB,migrazione,2021,45,,,
SYR,SRB,migrazione,2022,47,,,
SYR,SRB,migrazione,2023,48,,,
SYR,SRB,migrazione,2024,51,,,
SYR,SDN,migrazione,2018,93502,,,
SYR,SDN,migrazione,2019,93495,,,
SYR,SDN,migrazione,2020,93498,,,
SYR,SDN,migrazione,2021,93482,,,
SYR,SDN,migrazione,2022,93478,,,
SYR,SDN,migrazione,2023,26582,,,
SYR,SDN,migrazione,2024,9860,,,
SYR,SVK,migrazione,2018,14,,,
SYR,SVK,migrazione,2019,14,,,
SYR,SVK,migrazione,2020,21,,,
SYR,SVK,migrazione,2021,25,,,
SYR,SVK,migrazione,2022,55,,,
SYR,SVK,migrazione,2023,60,,,
SYR,SVK,migrazione,2024,69,,,
SYR,SVN,migrazione,2018,290,,,
SYR,SVN,migrazione,2019,307,,,
SYR,SVN,migrazione,2020,322,,,
SYR,SVN,migrazione,2021,326,,,
SYR,SVN,migrazione,2022,340,,,
SYR,SVN,migrazione,2023,368,,,
SYR,SVN,migrazione,2024,373,,,
SYR,SWE,migrazione,2018,109343,,,
SYR,SWE,migrazione,2019,113418,,,
SYR,SWE,migrazione,2020,114609,,,
SYR,SWE,migrazione,2021,115233,,,
SYR,SWE,migrazione,2022,111199,,,
SYR,SWE,migrazione,2023,94873,,,
SYR,SWE,migrazione,2024,25632,,,
SYR,CHE,migrazione,2018,16565,,,
SYR,CHE,migrazione,2019,18755,,,
SYR,CHE,migrazione,2020,19869,,,
SYR,CHE,migrazione,2021,20146,,,
SYR,CHE,migrazione,2022,20330,,,
SYR,CHE,migrazione,2023,20444,,,
SYR,CHE,migrazione,2024,20133,,,
SYR,THA,migrazione,2018,276,,,
SYR,THA,migrazione,2019,217,,,
SYR,THA,migrazione,2020,226,,,
SYR,THA,migrazione,2021,215,,,
SYR,THA,migrazione,2022,208,,,
SYR,THA,migrazione,2023,165,,,
SYR,THA,migrazione,2024,173,,,
SYR,TTO,migrazione,2018,57,,,
SYR,TTO,migrazione,2019,58,,,
SYR,TTO,migrazione,2020,66,,,
SYR,TTO,migrazione,2021,64,,,
SYR,TTO,migrazione,2022,50,,,
SYR,TTO,migrazione,2023,42,,,
SYR,TTO,migrazione,2024,42,,,
SYR,TUN,migrazione,2018,927,,,
SYR,TUN,migrazione,2019,1382,,,
SYR,TUN,migrazione,2020,1997,,,
SYR,TUN,migrazione,2021,2523,,,
SYR,TUN,migrazione,2022,2497,,,
SYR,TUN,migrazione,2023,3119,,,
SYR,TUN,migrazione,2024,2390,,,
SYR,TUR,migrazione,2018,3622366,,,
SYR,TUR,migrazione,2019,3576370,,,
SYR,TUR,migrazione,2020,3641370,,,
SYR,TUR,migrazione,2021,3737369,,,
SYR,TUR,migrazione,2022,3535898,,,
SYR,TUR,migrazione,2023,3214780,,,
SYR,TUR,migrazione,2024,2901478,,,
SYR,ARE,migrazione,2018,287,,,
SYR,ARE,migrazione,2019,333,,,
SYR,ARE,migrazione,2020,383,,,
SYR,ARE,migrazione,2021,439,,,
SYR,ARE,migrazione,2022,475,,,
SYR,ARE,migrazione,2023,526,,,
SYR,ARE,migrazione,2024,534,,,
SYR,UGA,migrazione,2018,5,,,
SYR,UGA,migrazione,2019,6,,,
SYR,UGA,migrazione,2020,16,,,
SYR,UGA,migrazione,2021,18,,,
SYR,UGA,migrazione,2022,28,,,
SYR,UGA,migrazione,2023,25,,,
SYR,UGA,migrazione,2024,42,,,
SYR,UKR,migrazione,2018,457,,,
SYR,UKR,migrazione,2019,462,,,
SYR,UKR,migrazione,2020,491,,,
SYR,UKR,migrazione,2021,512,,,
SYR,UKR,migrazione,2022,517,,,
SYR,UKR,migrazione,2023,512,,,
SYR,UKR,migrazione,2024,507,,,
SYR,URY,migrazione,2018,61,,,
SYR,URY,migrazione,2019,61,,,
SYR,URY,migrazione,2020,63,,,
SYR,URY,migrazione,2021,66,,,
SYR,URY,migrazione,2022,66,,,
SYR,URY,migrazione,2023,66,,,
SYR,URY,migrazione,2024,66,,,
SYR,VEN,migrazione,2018,5,,,
SYR,VEN,migrazione,2019,5,,,
SYR,VEN,migrazione,2020,32,,,
SYR,VEN,migrazione,2021,33,,,
SYR,VEN,migrazione,2022,33,,,
SYR,VEN,migrazione,2023,33,,,
SYR,VEN,migrazione,2024,33,,,
SYR,YEM,migrazione,2018,3446,,,
SYR,YEM,migrazione,2019,3551,,,
SYR,YEM,migrazione,2020,3609,,,
SYR,YEM,migrazione,2021,2513,,,
SYR,YEM,migrazione,2022,2520,,,
SYR,YEM,migrazione,2023,2482,,,
SYR,YEM,migrazione,2024,2421,,,
SYR,ZMB,migrazione,2018,8,,,
SYR,ZMB,migrazione,2019,15,,,
SYR,ZMB,migrazione,2020,20,,,
SYR,ZMB,migrazione,2021,36,,,
SYR,ZMB,migrazione,2022,21,,,
SYR,ZMB,migrazione,2023,45,,,
SYR,ZMB,migrazione,2024,58,,,
SYR,BFA,migrazione,2019,5,,,
SYR,BFA,migrazione,2020,5,,,
SYR,BFA,migrazione,2021,5,,,
SYR,KEN,migrazione,2019,5,,,
SYR,KEN,migrazione,2020,5,,,
SYR,KEN,migrazione,2021,5,,,
SYR,KEN,migrazione,2022,5,,,
SYR,KEN,migrazione,2023,5,,,
SYR,KEN,migrazione,2024,6,,,
SYR,MDG,migrazione,2019,5,,,
SYR,MDG,migrazione,2020,5,,,
SYR,MDG,migrazione,2021,5,,,
SYR,MDG,migrazione,2022,5,,,
SYR,MDG,migrazione,2023,5,,,
SYR,MDG,migrazione,2024,5,,,
SYR,TZA,migrazione,2019,5,,,
SYR,TZA,migrazione,2020,5,,,
SYR,TZA,migrazione,2021,5,,,
SYR,TZA,migrazione,2022,10,,,
SYR,TZA,migrazione,2023,11,,,
SYR,TZA,migrazione,2024,15,,,
SYR,TGO,migrazione,2019,6,,,
SYR,TGO,migrazione,2020,16,,,
SYR,TGO,migrazione,2021,18,,,
SYR,TGO,migrazione,2022,19,,,
SYR,TGO,migrazione,2023,5,,,
SYR,TGO,migrazione,2024,9,,,
SYR,BHR,migrazione,2021,5,,,
SYR,BHR,migrazione,2022,5,,,
SYR,BHR,migrazione,2023,5,,,
SYR,BHR,migrazione,2024,5,,,
SYR,MCO,migrazione,2021,5,,,
SYR,MCO,migrazione,2022,5,,,
SYR,MCO,migrazione,2023,5,,,
SYR,MCO,migrazione,2024,5,,,
SYR,DOM,migrazione,2022,5,,,
SYR,PAN,migrazione,2022,5,,,
SYR,PAN,migrazione,2023,5,,,
SYR,PAN,migrazione,2024,5,,,
SYR,RWA,migrazione,2022,5,,,
SYR,RWA,migrazione,2023,5,,,
SYR,RWA,migrazione,2024,6,,,
SYR,GMB,migrazione,2024,6,,,
SYR,ISR,coinvolgimento_militare,2021-Q3,2,,,
SYR,ISR,coinvolgimento_militare,2018-Q3,2,,,
SYR,ISR,coinvolgimento_militare,2021-Q2,1,,,
SYR,ISR,coinvolgimento_militare,2018-Q1,1,,,
ETH,GBR,cyber,2017-Q4,,Espionage,Targeting of Ethiopian dissidents,cfr
ETH,GBR,migrazione,2018,1601,,,
ETH,GBR,migrazione,2019,1754,,,
ETH,GBR,migrazione,2020,1824,,,
ETH,GBR,migrazione,2021,1921,,,
ETH,GBR,migrazione,2022,2211,,,
ETH,GBR,migrazione,2023,3172,,,
ETH,GBR,migrazione,2024,3701,,,
ETH,USA,cyber,2017-Q4,,Espionage,Targeting of Ethiopian dissidents,cfr
ETH,USA,migrazione,2018,9635,,,
ETH,USA,migrazione,2019,9079,,,
ETH,USA,migrazione,2020,8245,,,
ETH,USA,migrazione,2021,7659,,,
ETH,USA,migrazione,2022,7661,,,
ETH,USA,migrazione,2023,7456,,,
ETH,USA,migrazione,2024,7636,,,
ETH,EGY,migrazione,2018,3814,,,
ETH,EGY,migrazione,2019,4599,,,
ETH,EGY,migrazione,2020,5296,,,
ETH,EGY,migrazione,2021,5589,,,
ETH,EGY,migrazione,2022,5814,,,
ETH,EGY,migrazione,2023,5715,,,
ETH,EGY,migrazione,2024,5745,,,
ETH,ARG,migrazione,2018,5,,,
ETH,ARG,migrazione,2019,5,,,
ETH,ARG,migrazione,2020,5,,,
ETH,ARG,migrazione,2021,5,,,
ETH,ARG,migrazione,2022,5,,,
ETH,ARG,migrazione,2023,5,,,
ETH,ARG,migrazione,2024,5,,,
ETH,AUS,migrazione,2018,315,,,
ETH,AUS,migrazione,2019,306,,,
ETH,AUS,migrazione,2020,301,,,
ETH,AUS,migrazione,2021,342,,,
ETH,AUS,migrazione,2022,473,,,
ETH,AUS,migrazione,2023,183,,,
ETH,AUS,migrazione,2024,192,,,
ETH,AUT,migrazione,2018,218,,,
ETH,AUT,migrazione,2019,228,,,
ETH,AUT,migrazione,2020,231,,,
ETH,AUT,migrazione,2021,241,,,
ETH,AUT,migrazione,2022,262,,,
ETH,AUT,migrazione,2023,246,,,
ETH,AUT,migrazione,2024,265,,,
ETH,BEL,migrazione,2018,121,,,
ETH,BEL,migrazione,2019,170,,,
ETH,BEL,migrazione,2020,175,,,
ETH,BEL,migrazione,2021,175,,,
ETH,BEL,migrazione,2022,263,,,
ETH,BEL,migrazione,2023,459,,,
ETH,BEL,migrazione,2024,493,,,
ETH,BLR,migrazione,2018,5,,,
ETH,BLR,migrazione,2019,5,,,
ETH,BLR,migrazione,2020,5,,,
ETH,BLR,migrazione,2021,5,,,
ETH,BLR,migrazione,2022,5,,,
ETH,BLR,migrazione,2024,5,,,
ETH,BWA,migrazione,2018,5,,,
ETH,BWA,migrazione,2019,5,,,
ETH,BWA,migrazione,2020,5,,,
ETH,BWA,migrazione,2021,5,,,
ETH,BRA,migrazione,2018,27,,,
ETH,BRA,migrazione,2019,27,,,
ETH,BRA,migrazione,2020,29,,,
ETH,BRA,migrazione,2021,27,,,
ETH,BRA,migrazione,2022,29,,,
ETH,BRA,migrazione,2023,16,,,
ETH,BRA,migrazione,2024,18,,,
ETH,BGR,migrazione,2018,13,,,
ETH,BGR,migrazione,2019,13,,,
ETH,BGR,migrazione,2020,10,,,
ETH,BGR,migrazione,2021,9,,,
ETH,BGR,migrazione,2022,10,,,
ETH,BGR,migrazione,2023,7,,,
ETH,BGR,migrazione,2024,7,,,
ETH,CAN,migrazione,2018,1900,,,
ETH,CAN,migrazione,2019,1236,,,
ETH,CAN,migrazione,2020,1420,,,
ETH,CAN,migrazione,2021,1715,,,
ETH,CAN,migrazione,2022,998,,,
ETH,CAN,migrazione,2023,1378,,,
ETH,CAN,migrazione,2024,2361,,,
ETH,TCD,migrazione,2018,24,,,
ETH,TCD,migrazione,2019,18,,,
ETH,TCD,migrazione,2020,19,,,
ETH,TCD,migrazione,2021,19,,,
ETH,TCD,migrazione,2022,23,,,
ETH,TCD,migrazione,2023,28,,,
ETH,TCD,migrazione,2024,25,,,
ETH,COL,migrazione,2018,17,,,
ETH,COL,migrazione,2019,17,,,
ETH,COL,migrazione,2020,7,,,
ETH,COL,migrazione,2021,7,,,
ETH,COL,migrazione,2022,7,,,
ETH,COL,migrazione,2023,7,,,
ETH,COL,migrazione,2024,7,,,
ETH,CRI,migrazione,2018,5,,,
ETH,CRI,migrazione,2019,5,,,
ETH,CRI,migrazione,2020,5,,,
ETH,CRI,migrazione,2021,5,,,
ETH,CRI,migrazione,2022,5,,,
ETH,CUB,migrazione,2018,5,,,
ETH,CUB,migrazione,2019,6,,,
ETH,CUB,migrazione,2020,6,,,
ETH,CUB,migrazione,2021,6,,,
ETH,CUB,migrazione,2024,5,,,
ETH,CYP,migrazione,2018,10,,,
ETH,CYP,migrazione,2019,10,,,
ETH,CYP,migrazione,2020,10,,,
ETH,CYP,migrazione,2021,10,,,
ETH,CYP,migrazione,2022,10,,,
ETH,CYP,migrazione,2023,12,,,
ETH,CYP,migrazione,2024,18,,,
ETH,CZE,migrazione,2018,5,,,
ETH,CZE,migrazione,2019,5,,,
ETH,CZE,migrazione,2020,5,,,
ETH,CZE,migrazione,2021,5,,,
ETH,CZE,migrazione,2022,6,,,
ETH,CZE,migrazione,2023,5,,,
ETH,CZE,migrazione,2024,5,,,
ETH,DNK,migrazione,2018,93,,,
ETH,DNK,migrazione,2019,94,,,
ETH,DNK,migrazione,2020,95,,,
ETH,DNK,migrazione,2021,94,,,
ETH,DNK,migrazione,2022,92,,,
ETH,DNK,migrazione,2023,91,,,
ETH,DNK,migrazione,2024,253,,,
ETH,DJI,migrazione,2018,510,,,
ETH,DJI,migrazione,2019,581,,,
ETH,DJI,migrazione,2020,1413,,,
ETH,DJI,migrazione,2021,2158,,,
ETH,DJI,migrazione,2022,3710,,,
ETH,DJI,migrazione,2023,5435,,,
ETH,DJI,migrazione,2024,5695,,,
ETH,ECU,migrazione,2018,5,,,
ETH,ECU,migrazione,2019,5,,,
ETH,ECU,migrazione,2020,5,,,
ETH,ECU,migrazione,2021,5,,,
ETH,ECU,migrazione,2022,5,,,
ETH,ECU,migrazione,2023,5,,,
ETH,ERI,migrazione,2018,26,,,
ETH,ERI,migrazione,2019,15,,,
ETH,ERI,migrazione,2020,15,,,
ETH,ERI,migrazione,2021,15,,,
ETH,ERI,migrazione,2022,15,,,
ETH,ERI,migrazione,2023,15,,,
ETH,ERI,migrazione,2024,15,,,
ETH,FIN,migrazione,2018,149,,,
ETH,FIN,migrazione,2019,147,,,
ETH,FIN,migrazione,2020,146,,,
ETH,FIN,migrazione,2021,151,,,
ETH,FIN,migrazione,2022,157,,,
ETH,FIN,migrazione,2023,198,,,
ETH,FIN,migrazione,2024,186,,,
ETH,FRA,migrazione,2018,1423,,,
ETH,FRA,migrazione,2019,1689,,,
ETH,FRA,migrazione,2020,1963,,,
ETH,FRA,migrazione,2021,2899,,,
ETH,FRA,migrazione,2022,3478,,,
ETH,FRA,migrazione,2023,3906,,,
ETH,FRA,migrazione,2024,4341,,,
ETH,DEU,migrazione,2018,4780,,,
ETH,DEU,migrazione,2019,4982,,,
ETH,DEU,migrazione,2020,5385,,,
ETH,DEU,migrazione,2021,6508,,,
ETH,DEU,migrazione,2022,5378,,,
ETH,DEU,migrazione,2023,7433,,,
ETH,DEU,migrazione,2024,7555,,,
ETH,GHA,migrazione,2018,7,,,
ETH,GHA,migrazione,2019,8,,,
ETH,GHA,migrazione,2020,8,,,
ETH,GHA,migrazione,2021,8,,,
ETH,GHA,migrazione,2022,10,,,
ETH,GHA,migrazione,2023,15,,,
ETH,GHA,migrazione,2024,19,,,
ETH,GRC,migrazione,2018,363,,,
ETH,GRC,migrazione,2019,416,,,
ETH,GRC,migrazione,2020,481,,,
ETH,GRC,migrazione,2021,501,,,
ETH,GRC,migrazione,2022,640,,,
ETH,GRC,migrazione,2023,659,,,
ETH,GRC,migrazione,2024,418,,,
ETH,HUN,migrazione,2018,37,,,
ETH,HUN,migrazione,2019,39,,,
ETH,HUN,migrazione,2020,39,,,
ETH,HUN,migrazione,2021,43,,,
ETH,HUN,migrazione,2022,41,,,
ETH,HUN,migrazione,2023,39,,,
ETH,HUN,migrazione,2024,39,,,
ETH,CIV,migrazione,2018,5,,,
ETH,CIV,migrazione,2019,5,,,
ETH,CIV,migrazione,2020,5,,,
ETH,CIV,migrazione,2021,5,,,
ETH,CIV,migrazione,2022,7,,,
ETH,CIV,migrazione,2023,7,,,
ETH,CIV,migrazione,2024,7,,,
ETH,IND,migrazione,2018,20,,,
ETH,IND,migrazione,2019,18,,,
ETH,IND,migrazione,2020,15,,,
ETH,IND,migrazione,2021,23,,,
ETH,IND,migrazione,2022,26,,,
ETH,IND,migrazione,2023,24,,,
ETH,IND,migrazione,2024,23,,,
ETH,IDN,migrazione,2018,160,,,
ETH,IDN,migrazione,2019,132,,,
ETH,IDN,migrazione,2020,135,,,
ETH,IDN,migrazione,2021,125,,,
ETH,IDN,migrazione,2022,100,,,
ETH,IDN,migrazione,2023,75,,,
ETH,IDN,migrazione,2024,57,,,
ETH,IRL,migrazione,2018,32,,,
ETH,IRL,migrazione,2019,34,,,
ETH,IRL,migrazione,2020,36,,,
ETH,IRL,migrazione,2021,58,,,
ETH,IRL,migrazione,2022,90,,,
ETH,IRL,migrazione,2023,124,,,
ETH,IRL,migrazione,2024,131,,,
ETH,ISR,migrazione,2018,95,,,
ETH,ISR,migrazione,2019,97,,,
ETH,ISR,migrazione,2020,102,,,
ETH,ISR,migrazione,2021,106,,,
ETH,ISR,migrazione,2022,111,,,
ETH,ISR,migrazione,2023,120,,,
ETH,ISR,migrazione,2024,125,,,
ETH,ITA,migrazione,2018,1271,,,
ETH,ITA,migrazione,2019,1319,,,
ETH,ITA,migrazione,2020,1031,,,
ETH,ITA,migrazione,2021,969,,,
ETH,ITA,migrazione,2022,980,,,
ETH,ITA,migrazione,2023,1118,,,
ETH,ITA,migrazione,2024,998,,,
ETH,JOR,migrazione,2018,10,,,
ETH,JOR,migrazione,2019,12,,,
ETH,JOR,migrazione,2020,13,,,
ETH,JOR,migrazione,2021,19,,,
ETH,JOR,migrazione,2022,22,,,
ETH,JOR,migrazione,2023,30,,,
ETH,JOR,migrazione,2024,37,,,
ETH,JPN,migrazione,2018,28,,,
ETH,JPN,migrazione,2019,31,,,
ETH,JPN,migrazione,2020,27,,,
ETH,JPN,migrazione,2021,32,,,
ETH,JPN,migrazione,2022,36,,,
ETH,JPN,migrazione,2023,42,,,
ETH,JPN,migrazione,2024,43,,,
ETH,KEN,migrazione,2018,18115,,,
ETH,KEN,migrazione,2019,19552,,,
ETH,KEN,migrazione,2020,20442,,,
ETH,KEN,migrazione,2021,20647,,,
ETH,KEN,migrazione,2022,21620,,,
ETH,KEN,migrazione,2023,22638,,,
ETH,KEN,migrazione,2024,26987,,,
ETH,KOR,migrazione,2018,147,,,
ETH,KOR,migrazione,2019,154,,,
ETH,KOR,migrazione,2020,160,,,
ETH,KOR,migrazione,2021,171,,,
ETH,KOR,migrazione,2022,179,,,
ETH,KOR,migrazione,2023,189,,,
ETH,KOR,migrazione,2024,197,,,
ETH,LBY,migrazione,2018,19,,,
ETH,LBY,migrazione,2019,14,,,
ETH,LBY,migrazione,2020,25,,,
ETH,LBY,migrazione,2021,32,,,
ETH,LBY,migrazione,2022,31,,,
ETH,LBY,migrazione,2023,33,,,
ETH,LBY,migrazione,2024,42,,,
ETH,LBN,migrazione,2018,39,,,
ETH,LBN,migrazione,2019,31,,,
ETH,LBN,migrazione,2020,39,,,
ETH,LBN,migrazione,2021,46,,,
ETH,LBN,migrazione,2022,166,,,
ETH,LBN,migrazione,2023,325,,,
ETH,LBN,migrazione,2024,384,,,
ETH,LSO,migrazione,2018,10,,,
ETH,LSO,migrazione,2019,13,,,
ETH,LSO,migrazione,2020,23,,,
ETH,LSO,migrazione,2021,24,,,
ETH,LSO,migrazione,2022,8,,,
ETH,LSO,migrazione,2023,11,,,
ETH,LSO,migrazione,2024,25,,,
ETH,LTU,migrazione,2018,5,,,
ETH,LTU,migrazione,2019,5,,,
ETH,LTU,migrazione,2020,5,,,
ETH,LTU,migrazione,2021,5,,,
ETH,LTU,migrazione,2022,5,,,
ETH,LTU,migrazione,2023,5,,,
ETH,LTU,migrazione,2024,5,,,
ETH,LUX,migrazione,2018,43,,,
ETH,LUX,migrazione,2019,47,,,
ETH,LUX,migrazione,2020,58,,,
ETH,LUX,migrazione,2021,63,,,
ETH,LUX,migrazione,2022,70,,,
ETH,LUX,migrazione,2023,80,,,
ETH,LUX,migrazione,2024,70,,,
ETH,MRT,migrazione,2018,6,,,
ETH,MRT,migrazione,2019,6,,,
ETH,MRT,migrazione,2020,7,,,
ETH,MRT,migrazione,2021,8,,,
ETH,MRT,migrazione,2022,8,,,
ETH,MRT,migrazione,2023,7,,,
ETH,MRT,migrazione,2024,7,,,
ETH,MEX,migrazione,2018,5,,,
ETH,MEX,migrazione,2019,5,,,
ETH,MEX,migrazione,2020,5,,,
ETH,MEX,migrazione,2021,6,,,
ETH,MEX,migrazione,2022,6,,,
ETH,MYS,migrazione,2018,10,,,
ETH,MYS,migrazione,2019,11,,,
ETH,MYS,migrazione,2020,12,,,
ETH,MYS,migrazione,2021,12,,,
ETH,MYS,migrazione,2022,10,,,
ETH,MYS,migrazione,2023,9,,,
ETH,MYS,migrazione,2024,9,,,
ETH,MWI,migrazione,2018,5,,,
ETH,MWI,migrazione,2019,8,,,
ETH,MWI,migrazione,2020,8,,,
ETH,MWI,migrazione,2021,11,,,
ETH,MWI,migrazione,2022,14,,,
ETH,MWI,migrazione,2023,18,,,
ETH,MWI,migrazione,2024,22,,,
ETH,MOZ,migrazione,2018,7,,,
ETH,MOZ,migrazione,2019,8,,,
ETH,MOZ,migrazione,2020,8,,,
ETH,MOZ,migrazione,2021,8,,,
ETH,MOZ,migrazione,2022,9,,,
ETH,MLT,migrazione,2018,174,,,
ETH,MLT,migrazione,2019,175,,,
ETH,MLT,migrazione,2020,175,,,
ETH,MLT,migrazione,2021,175,,,
ETH,MLT,migrazione,2022,174,,,
ETH,MLT,migrazione,2023,170,,,
ETH,MLT,migrazione,2024,81,,,
ETH,NLD,migrazione,2018,524,,,
ETH,NLD,migrazione,2019,456,,,
ETH,NLD,migrazione,2020,433,,,
ETH,NLD,migrazione,2021,348,,,
ETH,NLD,migrazione,2022,707,,,
ETH,NLD,migrazione,2023,661,,,
ETH,NLD,migrazione,2024,656,,,
ETH,NER,migrazione,2018,48,,,
ETH,NER,migrazione,2019,38,,,
ETH,NER,migrazione,2020,50,,,
ETH,NER,migrazione,2021,30,,,
ETH,NER,migrazione,2022,14,,,
ETH,NER,migrazione,2023,33,,,
ETH,NER,migrazione,2024,30,,,
ETH,NGA,migrazione,2018,6,,,
ETH,NGA,migrazione,2019,6,,,
ETH,NGA,migrazione,2020,5,,,
ETH,NGA,migrazione,2021,8,,,
ETH,NGA,migrazione,2022,8,,,
ETH,NGA,migrazione,2023,8,,,
ETH,NGA,migrazione,2024,9,,,
ETH,NOR,migrazione,2018,1951,,,
ETH,NOR,migrazione,2019,1732,,,
ETH,NOR,migrazione,2020,1524,,,
ETH,NOR,migrazione,2021,1301,,,
ETH,NOR,migrazione,2022,1083,,,
ETH,NOR,migrazione,2023,771,,,
ETH,NOR,migrazione,2024,470,,,
ETH,NZL,migrazione,2018,10,,,
ETH,NZL,migrazione,2019,7,,,
ETH,NZL,migrazione,2020,11,,,
ETH,NZL,migrazione,2021,14,,,
ETH,NZL,migrazione,2022,19,,,
ETH,NZL,migrazione,2023,19,,,
ETH,NZL,migrazione,2024,22,,,
ETH,PER,migrazione,2018,5,,,
ETH,PER,migrazione,2019,5,,,
ETH,PER,migrazione,2020,5,,,
ETH,PER,migrazione,2021,5,,,
ETH,PER,migrazione,2022,5,,,
ETH,PER,migrazione,2023,5,,,
ETH,PHL,migrazione,2018,5,,,
ETH,PHL,migrazione,2019,5,,,
ETH,PHL,migrazione,2020,5,,,
ETH,PHL,migrazione,2021,5,,,
ETH,PHL,migrazione,2022,5,,,
ETH,PHL,migrazione,2023,7,,,
ETH,PHL,migrazione,2024,8,,,
ETH,POL,migrazione,2018,5,,,
ETH,POL,migrazione,2019,5,,,
ETH,POL,migrazione,2020,5,,,
ETH,POL,migrazione,2021,5,,,
ETH,POL,migrazione,2022,10,,,
ETH,POL,migrazione,2023,15,,,
ETH,POL,migrazione,2024,34,,,
ETH,PRT,migrazione,2018,6,,,
ETH,PRT,migrazione,2019,6,,,
ETH,PRT,migrazione,2020,9,,,
ETH,PRT,migrazione,2021,11,,,
ETH,PRT,migrazione,2022,18,,,
ETH,PRT,migrazione,2023,17,,,
ETH,PRT,migrazione,2024,18,,,
ETH,ROU,migrazione,2018,7,,,
ETH,ROU,migrazione,2019,7,,,
ETH,ROU,migrazione,2020,6,,,
ETH,ROU,migrazione,2021,6,,,
ETH,ROU,migrazione,2022,7,,,
ETH,ROU,migrazione,2023,9,,,
ETH,ROU,migrazione,2024,10,,,
ETH,ZAF,migrazione,2018,17726,,,
ETH,ZAF,migrazione,2019,15990,,,
ETH,ZAF,migrazione,2020,15629,,,
ETH,ZAF,migrazione,2021,15284,,,
ETH,ZAF,migrazione,2022,13002,,,
ETH,ZAF,migrazione,2023,13400,,,
ETH,ZAF,migrazione,2024,14157,,,
ETH,RWA,migrazione,2018,5,,,
ETH,RWA,migrazione,2019,5,,,
ETH,RWA,migrazione,2020,8,,,
ETH,RWA,migrazione,2021,5,,,
ETH,RWA,migrazione,2022,26,,,
ETH,RWA,migrazione,2023,68,,,
ETH,RWA,migrazione,2024,73,,,
ETH,SOM,migrazione,2018,3981,,,
ETH,SOM,migrazione,2019,4287,,,
ETH,SOM,migrazione,2020,4177,,,
ETH,SOM,migrazione,2021,4400,,,
ETH,SOM,migrazione,2022,4944,,,
ETH,SOM,migrazione,2023,5203,,,
ETH,SOM,migrazione,2024,5223,,,
ETH,ESP,migrazione,2018,53,,,
ETH,ESP,migrazione,2019,55,,,
ETH,ESP,migrazione,2020,53,,,
ETH,ESP,migrazione,2021,56,,,
ETH,ESP,migrazione,2022,108,,,
ETH,ESP,migrazione,2023,108,,,
ETH,ESP,migrazione,2024,117,,,
ETH,SRB,migrazione,2018,5,,,
ETH,SRB,migrazione,2019,5,,,
ETH,SRB,migrazione,2020,5,,,
ETH,SRB,migrazione,2021,5,,,
ETH,SRB,migrazione,2022,5,,,
ETH,SRB,migrazione,2023,5,,,
ETH,SRB,migrazione,2024,5,,,
ETH,SSD,migrazione,2018,4203,,,
ETH,SSD,migrazione,2019,4065,,,
ETH,SSD,migrazione,2020,4194,,,
ETH,SSD,migrazione,2021,4532,,,
ETH,SSD,migrazione,2022,4151,,,
ETH,SSD,migrazione,2023,4611,,,
ETH,SSD,migrazione,2024,5824,,,
ETH,SSD,coinvolgimento_militare,2022-Q4,1,,,
ETH,SDN,migrazione,2018,6045,,,
ETH,SDN,migrazione,2019,6704,,,
ETH,SDN,migrazione,2020,62498,,,
ETH,SDN,migrazione,2021,56806,,,
ETH,SDN,migrazione,2022,55455,,,
ETH,SDN,migrazione,2023,54040,,,
ETH,SDN,migrazione,2024,49547,,,
ETH,SDN,coinvolgimento_militare,2021-Q3,3,,,
ETH,SDN,coinvolgimento_militare,2021-Q4,3,,,
ETH,SDN,coinvolgimento_militare,2021-Q1,3,,,
ETH,SDN,coinvolgimento_militare,2021-Q2,3,,,
ETH,SDN,coinvolgimento_militare,2020-Q4,1,,,
ETH,SDN,coinvolgimento_militare,2023-Q1,1,,,
ETH,SDN,coinvolgimento_militare,2022-Q3,1,,,
ETH,SDN,coinvolgimento_militare,2024-Q3,1,,,
ETH,SWZ,migrazione,2018,9,,,
ETH,SWZ,migrazione,2019,9,,,
ETH,SWZ,migrazione,2020,11,,,
ETH,SWZ,migrazione,2021,12,,,
ETH,SWZ,migrazione,2022,37,,,
ETH,SWZ,migrazione,2023,39,,,
ETH,SWZ,migrazione,2024,52,,,
ETH,SWE,migrazione,2018,2360,,,
ETH,SWE,migrazione,2019,2561,,,
ETH,SWE,migrazione,2020,2532,,,
ETH,SWE,migrazione,2021,2500,,,
ETH,SWE,migrazione,2022,2534,,,
ETH,SWE,migrazione,2023,2062,,,
ETH,SWE,migrazione,2024,2824,,,
ETH,CHE,migrazione,2018,1563,,,
